,zipCode,Density,LandArea,Population,Wealthy
3329,94116,16871.8146718,2.59,43698.0,26774.0563184
3331,94127,10897.740113,1.77,19289.0,43491.6667531
3332,94112,23633.0357143,3.36,79407.0,18441.9432796
3333,94122,23738.559322,2.36,56023.0,26177.8981311
3335,94116,16871.8146718,2.59,43698.0,26774.0563184
3343,94110,29756.6523605,2.33,69333.0,27502.0329136
3344,94127,10897.740113,1.77,19289.0,43491.6667531
3347,94122,23738.559322,2.36,56023.0,26177.8981311
3348,94124,6895.74036511,4.93,33996.0,13046.1346629
3349,94131,12923.5576923,2.08,26881.0,43765.7415647
3350,94118,19650.7692308,1.95,38319.0,41202.501083
3351,94108,50992.5925926,0.27,13768.0,50804.5254939
3353,94114,21765.034965,1.43,31124.0,55081.8068693
3355,94124,6895.74036511,4.93,33996.0,13046.1346629
3356,94112,23633.0357143,3.36,79407.0,18441.9432796
3358,94124,6895.74036511,4.93,33996.0,13046.1346629
3359,94127,10897.740113,1.77,19289.0,43491.6667531
3361,94124,6895.74036511,4.93,33996.0,13046.1346629
3363,94108,50992.5925926,0.27,13768.0,50804.5254939
3364,94103,19977.9411765,1.36,27170.0,23481.6626426
3365,94117,23176.9230769,1.69,39169.0,38289.6465317
3366,94118,19650.7692308,1.95,38319.0,41202.501083
3370,94114,21765.034965,1.43,31124.0,55081.8068693
3371,94115,29483.0357143,1.12,33021.0,43106.9525756
3372,94121,13377.5974026,3.08,41203.0,29058.4811543
3373,94122,23738.559322,2.36,56023.0,26177.8981311
3375,94127,10897.740113,1.77,19289.0,43491.6667531
3378,94114,21765.034965,1.43,31124.0,55081.8068693
3379,94124,6895.74036511,4.93,33996.0,13046.1346629
3381,94103,19977.9411765,1.36,27170.0,23481.6626426
3382,94112,23633.0357143,3.36,79407.0,18441.9432796
3383,94124,6895.74036511,4.93,33996.0,13046.1346629
3384,94102,46531.3432836,0.67,31176.0,15423.1812292
3386,94102,46531.3432836,0.67,31176.0,15423.1812292
3388,94121,13377.5974026,3.08,41203.0,29058.4811543
3390,94127,10897.740113,1.77,19289.0,43491.6667531
3391,94107,14859.7765363,1.79,26599.0,49267.0613557
3393,94131,12923.5576923,2.08,26881.0,43765.7415647
3394,94123,22635.2941176,1.02,23088.0,71547.6329695
3395,94102,46531.3432836,0.67,31176.0,15423.1812292
3396,94158,7260.60606061,0.66,4792.0,38522.5550918
3397,94112,23633.0357143,3.36,79407.0,18441.9432796
3399,94118,19650.7692308,1.95,38319.0,41202.501083
3403,94131,12923.5576923,2.08,26881.0,43765.7415647
3405,94109,47045.3781513,1.19,55984.0,33224.3382216
3406,94127,10897.740113,1.77,19289.0,43491.6667531
3411,94103,19977.9411765,1.36,27170.0,23481.6626426
3412,94124,6895.74036511,4.93,33996.0,13046.1346629
3415,94117,23176.9230769,1.69,39169.0,38289.6465317
3416,94110,29756.6523605,2.33,69333.0,27502.0329136
3418,94109,47045.3781513,1.19,55984.0,33224.3382216
3420,94114,21765.034965,1.43,31124.0,55081.8068693
3421,94131,12923.5576923,2.08,26881.0,43765.7415647
3422,94103,19977.9411765,1.36,27170.0,23481.6626426
3423,94123,22635.2941176,1.02,23088.0,71547.6329695
3425,94124,6895.74036511,4.93,33996.0,13046.1346629
3429,94122,23738.559322,2.36,56023.0,26177.8981311
3430,94122,23738.559322,2.36,56023.0,26177.8981311
3431,94102,46531.3432836,0.67,31176.0,15423.1812292
3433,94116,16871.8146718,2.59,43698.0,26774.0563184
3434,94118,19650.7692308,1.95,38319.0,41202.501083
3435,94112,23633.0357143,3.36,79407.0,18441.9432796
3436,94121,13377.5974026,3.08,41203.0,29058.4811543
3437,94111,10920.5882353,0.34,3713.0,70755.441422
3438,94102,46531.3432836,0.67,31176.0,15423.1812292
3439,94124,6895.74036511,4.93,33996.0,13046.1346629
3441,94115,29483.0357143,1.12,33021.0,43106.9525756
3444,94127,10897.740113,1.77,19289.0,43491.6667531
3447,94114,21765.034965,1.43,31124.0,55081.8068693
3452,94127,10897.740113,1.77,19289.0,43491.6667531
3453,94103,19977.9411765,1.36,27170.0,23481.6626426
3457,94107,14859.7765363,1.79,26599.0,49267.0613557
3458,94124,6895.74036511,4.93,33996.0,13046.1346629
3460,94110,29756.6523605,2.33,69333.0,27502.0329136
3461,94118,19650.7692308,1.95,38319.0,41202.501083
3465,94122,23738.559322,2.36,56023.0,26177.8981311
3467,94127,10897.740113,1.77,19289.0,43491.6667531
3468,94110,29756.6523605,2.33,69333.0,27502.0329136
3470,94103,19977.9411765,1.36,27170.0,23481.6626426
3473,94103,19977.9411765,1.36,27170.0,23481.6626426
3477,94110,29756.6523605,2.33,69333.0,27502.0329136
3478,94114,21765.034965,1.43,31124.0,55081.8068693
3481,94122,23738.559322,2.36,56023.0,26177.8981311
3483,94110,29756.6523605,2.33,69333.0,27502.0329136
3484,94131,12923.5576923,2.08,26881.0,43765.7415647
3485,94118,19650.7692308,1.95,38319.0,41202.501083
3489,94111,10920.5882353,0.34,3713.0,70755.441422
3490,94118,19650.7692308,1.95,38319.0,41202.501083
3494,94110,29756.6523605,2.33,69333.0,27502.0329136
3497,94110,29756.6523605,2.33,69333.0,27502.0329136
3499,94110,29756.6523605,2.33,69333.0,27502.0329136
3503,94103,19977.9411765,1.36,27170.0,23481.6626426
3504,94121,13377.5974026,3.08,41203.0,29058.4811543
3506,94118,19650.7692308,1.95,38319.0,41202.501083
3507,94107,14859.7765363,1.79,26599.0,49267.0613557
3508,94115,29483.0357143,1.12,33021.0,43106.9525756
3509,94110,29756.6523605,2.33,69333.0,27502.0329136
3511,94114,21765.034965,1.43,31124.0,55081.8068693
3512,94102,46531.3432836,0.67,31176.0,15423.1812292
3513,94133,34522.3684211,0.76,26237.0,28489.6979456
3515,94102,46531.3432836,0.67,31176.0,15423.1812292
3516,94112,23633.0357143,3.36,79407.0,18441.9432796
3517,94114,21765.034965,1.43,31124.0,55081.8068693
3520,94131,12923.5576923,2.08,26881.0,43765.7415647
3521,94114,21765.034965,1.43,31124.0,55081.8068693
3523,94122,23738.559322,2.36,56023.0,26177.8981311
3524,94127,10897.740113,1.77,19289.0,43491.6667531
3525,94110,29756.6523605,2.33,69333.0,27502.0329136
3526,94122,23738.559322,2.36,56023.0,26177.8981311
3527,94109,47045.3781513,1.19,55984.0,33224.3382216
3528,94112,23633.0357143,3.36,79407.0,18441.9432796
3529,94117,23176.9230769,1.69,39169.0,38289.6465317
3532,94112,23633.0357143,3.36,79407.0,18441.9432796
3533,94105,15800.0,0.37,5846.0,88364.2718098
3534,94131,12923.5576923,2.08,26881.0,43765.7415647
3536,94121,13377.5974026,3.08,41203.0,29058.4811543
3540,94110,29756.6523605,2.33,69333.0,27502.0329136
3543,94107,14859.7765363,1.79,26599.0,49267.0613557
3544,94114,21765.034965,1.43,31124.0,55081.8068693
3550,94110,29756.6523605,2.33,69333.0,27502.0329136
3551,94109,47045.3781513,1.19,55984.0,33224.3382216
3552,94115,29483.0357143,1.12,33021.0,43106.9525756
3554,94123,22635.2941176,1.02,23088.0,71547.6329695
3557,94110,29756.6523605,2.33,69333.0,27502.0329136
3562,94121,13377.5974026,3.08,41203.0,29058.4811543
3563,94124,6895.74036511,4.93,33996.0,13046.1346629
3564,94134,16999.1666667,2.4,40798.0,16602.7983725
3565,94114,21765.034965,1.43,31124.0,55081.8068693
3567,94118,19650.7692308,1.95,38319.0,41202.501083
3569,94117,23176.9230769,1.69,39169.0,38289.6465317
3573,94122,23738.559322,2.36,56023.0,26177.8981311
3574,94103,19977.9411765,1.36,27170.0,23481.6626426
3576,94127,10897.740113,1.77,19289.0,43491.6667531
3578,94122,23738.559322,2.36,56023.0,26177.8981311
3579,94115,29483.0357143,1.12,33021.0,43106.9525756
3580,94122,23738.559322,2.36,56023.0,26177.8981311
3582,94107,14859.7765363,1.79,26599.0,49267.0613557
3585,94117,23176.9230769,1.69,39169.0,38289.6465317
3587,94117,23176.9230769,1.69,39169.0,38289.6465317
3589,94133,34522.3684211,0.76,26237.0,28489.6979456
3590,94102,46531.3432836,0.67,31176.0,15423.1812292
3594,94134,16999.1666667,2.4,40798.0,16602.7983725
3596,94112,23633.0357143,3.36,79407.0,18441.9432796
3598,94114,21765.034965,1.43,31124.0,55081.8068693
3599,94122,23738.559322,2.36,56023.0,26177.8981311
3602,94134,16999.1666667,2.4,40798.0,16602.7983725
3604,94127,10897.740113,1.77,19289.0,43491.6667531
3607,94114,21765.034965,1.43,31124.0,55081.8068693
3611,94127,10897.740113,1.77,19289.0,43491.6667531
3613,94131,12923.5576923,2.08,26881.0,43765.7415647
3616,94107,14859.7765363,1.79,26599.0,49267.0613557
3618,94110,29756.6523605,2.33,69333.0,27502.0329136
3621,94117,23176.9230769,1.69,39169.0,38289.6465317
3622,94112,23633.0357143,3.36,79407.0,18441.9432796
3624,94107,14859.7765363,1.79,26599.0,49267.0613557
3625,94117,23176.9230769,1.69,39169.0,38289.6465317
3626,94134,16999.1666667,2.4,40798.0,16602.7983725
3627,94112,23633.0357143,3.36,79407.0,18441.9432796
3628,94117,23176.9230769,1.69,39169.0,38289.6465317
3630,94102,46531.3432836,0.67,31176.0,15423.1812292
3631,94114,21765.034965,1.43,31124.0,55081.8068693
3632,94114,21765.034965,1.43,31124.0,55081.8068693
3637,94112,23633.0357143,3.36,79407.0,18441.9432796
3639,94117,23176.9230769,1.69,39169.0,38289.6465317
3640,94133,34522.3684211,0.76,26237.0,28489.6979456
3641,94114,21765.034965,1.43,31124.0,55081.8068693
3642,94104,5075.0,0.08,406.0,282913.581281
3643,94127,10897.740113,1.77,19289.0,43491.6667531
3644,94122,23738.559322,2.36,56023.0,26177.8981311
3646,94117,23176.9230769,1.69,39169.0,38289.6465317
3647,94122,23738.559322,2.36,56023.0,26177.8981311
3648,94107,14859.7765363,1.79,26599.0,49267.0613557
3649,94124,6895.74036511,4.93,33996.0,13046.1346629
3650,94112,23633.0357143,3.36,79407.0,18441.9432796
3652,94131,12923.5576923,2.08,26881.0,43765.7415647
3656,94134,16999.1666667,2.4,40798.0,16602.7983725
3657,94110,29756.6523605,2.33,69333.0,27502.0329136
3659,94133,34522.3684211,0.76,26237.0,28489.6979456
3661,94117,23176.9230769,1.69,39169.0,38289.6465317
3662,94114,21765.034965,1.43,31124.0,55081.8068693
3663,94114,21765.034965,1.43,31124.0,55081.8068693
3664,94110,29756.6523605,2.33,69333.0,27502.0329136
3666,94107,14859.7765363,1.79,26599.0,49267.0613557
3667,94105,15800.0,0.37,5846.0,88364.2718098
3668,94116,16871.8146718,2.59,43698.0,26774.0563184
3669,94111,10920.5882353,0.34,3713.0,70755.441422
3670,94122,23738.559322,2.36,56023.0,26177.8981311
3673,94110,29756.6523605,2.33,69333.0,27502.0329136
3675,94112,23633.0357143,3.36,79407.0,18441.9432796
3676,94112,23633.0357143,3.36,79407.0,18441.9432796
3677,94114,21765.034965,1.43,31124.0,55081.8068693
3678,94115,29483.0357143,1.12,33021.0,43106.9525756
3679,94122,23738.559322,2.36,56023.0,26177.8981311
3680,94121,13377.5974026,3.08,41203.0,29058.4811543
3681,94121,13377.5974026,3.08,41203.0,29058.4811543
3682,94118,19650.7692308,1.95,38319.0,41202.501083
3687,94121,13377.5974026,3.08,41203.0,29058.4811543
3688,94110,29756.6523605,2.33,69333.0,27502.0329136
3689,94118,19650.7692308,1.95,38319.0,41202.501083
3693,94123,22635.2941176,1.02,23088.0,71547.6329695
3698,94118,19650.7692308,1.95,38319.0,41202.501083
3699,94118,19650.7692308,1.95,38319.0,41202.501083
3700,94112,23633.0357143,3.36,79407.0,18441.9432796
3702,94134,16999.1666667,2.4,40798.0,16602.7983725
3704,94114,21765.034965,1.43,31124.0,55081.8068693
3705,94108,50992.5925926,0.27,13768.0,50804.5254939
3706,94110,29756.6523605,2.33,69333.0,27502.0329136
3707,94122,23738.559322,2.36,56023.0,26177.8981311
3708,94121,13377.5974026,3.08,41203.0,29058.4811543
3710,94110,29756.6523605,2.33,69333.0,27502.0329136
3711,94121,13377.5974026,3.08,41203.0,29058.4811543
3713,94110,29756.6523605,2.33,69333.0,27502.0329136
3718,94117,23176.9230769,1.69,39169.0,38289.6465317
3721,94132,9044.69453376,3.11,28129.0,19735.4509581
3728,94121,13377.5974026,3.08,41203.0,29058.4811543
3729,94117,23176.9230769,1.69,39169.0,38289.6465317
3730,94103,19977.9411765,1.36,27170.0,23481.6626426
3731,94104,5075.0,0.08,406.0,282913.581281
3733,94112,23633.0357143,3.36,79407.0,18441.9432796
3734,94114,21765.034965,1.43,31124.0,55081.8068693
3736,94110,29756.6523605,2.33,69333.0,27502.0329136
3737,94134,16999.1666667,2.4,40798.0,16602.7983725
3739,94124,6895.74036511,4.93,33996.0,13046.1346629
3742,94110,29756.6523605,2.33,69333.0,27502.0329136
3743,94134,16999.1666667,2.4,40798.0,16602.7983725
3744,94117,23176.9230769,1.69,39169.0,38289.6465317
3746,94118,19650.7692308,1.95,38319.0,41202.501083
3748,94121,13377.5974026,3.08,41203.0,29058.4811543
3751,94102,46531.3432836,0.67,31176.0,15423.1812292
3755,94122,23738.559322,2.36,56023.0,26177.8981311
3756,94115,29483.0357143,1.12,33021.0,43106.9525756
3758,94107,14859.7765363,1.79,26599.0,49267.0613557
3771,94127,10897.740113,1.77,19289.0,43491.6667531
3772,94112,23633.0357143,3.36,79407.0,18441.9432796
3773,94102,46531.3432836,0.67,31176.0,15423.1812292
3774,94111,10920.5882353,0.34,3713.0,70755.441422
3775,94112,23633.0357143,3.36,79407.0,18441.9432796
3777,94132,9044.69453376,3.11,28129.0,19735.4509581
3780,94110,29756.6523605,2.33,69333.0,27502.0329136
3782,94127,10897.740113,1.77,19289.0,43491.6667531
3784,94110,29756.6523605,2.33,69333.0,27502.0329136
3786,94111,10920.5882353,0.34,3713.0,70755.441422
3788,94115,29483.0357143,1.12,33021.0,43106.9525756
3791,94112,23633.0357143,3.36,79407.0,18441.9432796
3793,94102,46531.3432836,0.67,31176.0,15423.1812292
3797,94122,23738.559322,2.36,56023.0,26177.8981311
3799,94112,23633.0357143,3.36,79407.0,18441.9432796
3800,94103,19977.9411765,1.36,27170.0,23481.6626426
3801,94107,14859.7765363,1.79,26599.0,49267.0613557
3803,94102,46531.3432836,0.67,31176.0,15423.1812292
3804,94107,14859.7765363,1.79,26599.0,49267.0613557
3805,94110,29756.6523605,2.33,69333.0,27502.0329136
3806,94112,23633.0357143,3.36,79407.0,18441.9432796
3807,94116,16871.8146718,2.59,43698.0,26774.0563184
3810,94104,5075.0,0.08,406.0,282913.581281
3813,94118,19650.7692308,1.95,38319.0,41202.501083
3815,94102,46531.3432836,0.67,31176.0,15423.1812292
3816,94121,13377.5974026,3.08,41203.0,29058.4811543
3819,94134,16999.1666667,2.4,40798.0,16602.7983725
3822,94110,29756.6523605,2.33,69333.0,27502.0329136
3824,94114,21765.034965,1.43,31124.0,55081.8068693
3825,94105,15800.0,0.37,5846.0,88364.2718098
3826,94116,16871.8146718,2.59,43698.0,26774.0563184
3827,94102,46531.3432836,0.67,31176.0,15423.1812292
3828,94127,10897.740113,1.77,19289.0,43491.6667531
3829,94110,29756.6523605,2.33,69333.0,27502.0329136
3831,94123,22635.2941176,1.02,23088.0,71547.6329695
3832,94114,21765.034965,1.43,31124.0,55081.8068693
3833,94118,19650.7692308,1.95,38319.0,41202.501083
3836,94110,29756.6523605,2.33,69333.0,27502.0329136
3837,94111,10920.5882353,0.34,3713.0,70755.441422
3843,94103,19977.9411765,1.36,27170.0,23481.6626426
3852,94114,21765.034965,1.43,31124.0,55081.8068693
3853,94131,12923.5576923,2.08,26881.0,43765.7415647
3854,94102,46531.3432836,0.67,31176.0,15423.1812292
3856,94114,21765.034965,1.43,31124.0,55081.8068693
3858,94110,29756.6523605,2.33,69333.0,27502.0329136
3862,94102,46531.3432836,0.67,31176.0,15423.1812292
3863,94112,23633.0357143,3.36,79407.0,18441.9432796
3865,94127,10897.740113,1.77,19289.0,43491.6667531
3867,94103,19977.9411765,1.36,27170.0,23481.6626426
3868,94123,22635.2941176,1.02,23088.0,71547.6329695
3869,94122,23738.559322,2.36,56023.0,26177.8981311
3870,94103,19977.9411765,1.36,27170.0,23481.6626426
3871,94131,12923.5576923,2.08,26881.0,43765.7415647
3874,94108,50992.5925926,0.27,13768.0,50804.5254939
3875,94107,14859.7765363,1.79,26599.0,49267.0613557
3876,94127,10897.740113,1.77,19289.0,43491.6667531
3878,94115,29483.0357143,1.12,33021.0,43106.9525756
3880,94131,12923.5576923,2.08,26881.0,43765.7415647
3881,94112,23633.0357143,3.36,79407.0,18441.9432796
3883,94115,29483.0357143,1.12,33021.0,43106.9525756
3884,94122,23738.559322,2.36,56023.0,26177.8981311
3885,94122,23738.559322,2.36,56023.0,26177.8981311
3886,94158,7260.60606061,0.66,4792.0,38522.5550918
3887,94158,7260.60606061,0.66,4792.0,38522.5550918
3890,94116,16871.8146718,2.59,43698.0,26774.0563184
3891,94105,15800.0,0.37,5846.0,88364.2718098
3893,94117,23176.9230769,1.69,39169.0,38289.6465317
3894,94121,13377.5974026,3.08,41203.0,29058.4811543
3895,94134,16999.1666667,2.4,40798.0,16602.7983725
3896,94118,19650.7692308,1.95,38319.0,41202.501083
3897,94118,19650.7692308,1.95,38319.0,41202.501083
3898,94111,10920.5882353,0.34,3713.0,70755.441422
3899,94122,23738.559322,2.36,56023.0,26177.8981311
3901,94118,19650.7692308,1.95,38319.0,41202.501083
3902,94124,6895.74036511,4.93,33996.0,13046.1346629
3903,94117,23176.9230769,1.69,39169.0,38289.6465317
3906,94131,12923.5576923,2.08,26881.0,43765.7415647
3908,94133,34522.3684211,0.76,26237.0,28489.6979456
3909,94114,21765.034965,1.43,31124.0,55081.8068693
3910,94107,14859.7765363,1.79,26599.0,49267.0613557
3912,94114,21765.034965,1.43,31124.0,55081.8068693
3913,94107,14859.7765363,1.79,26599.0,49267.0613557
3914,94103,19977.9411765,1.36,27170.0,23481.6626426
3916,94110,29756.6523605,2.33,69333.0,27502.0329136
3917,94115,29483.0357143,1.12,33021.0,43106.9525756
3918,94121,13377.5974026,3.08,41203.0,29058.4811543
3919,94134,16999.1666667,2.4,40798.0,16602.7983725
3920,94110,29756.6523605,2.33,69333.0,27502.0329136
3922,94114,21765.034965,1.43,31124.0,55081.8068693
3925,94114,21765.034965,1.43,31124.0,55081.8068693
3926,94109,47045.3781513,1.19,55984.0,33224.3382216
3928,94124,6895.74036511,4.93,33996.0,13046.1346629
3930,94116,16871.8146718,2.59,43698.0,26774.0563184
3931,94118,19650.7692308,1.95,38319.0,41202.501083
3933,94115,29483.0357143,1.12,33021.0,43106.9525756
3935,94121,13377.5974026,3.08,41203.0,29058.4811543
3936,94122,23738.559322,2.36,56023.0,26177.8981311
3942,94114,21765.034965,1.43,31124.0,55081.8068693
3943,94112,23633.0357143,3.36,79407.0,18441.9432796
3948,94114,21765.034965,1.43,31124.0,55081.8068693
3950,94158,7260.60606061,0.66,4792.0,38522.5550918
3952,94102,46531.3432836,0.67,31176.0,15423.1812292
3954,94109,47045.3781513,1.19,55984.0,33224.3382216
3957,94105,15800.0,0.37,5846.0,88364.2718098
3958,94127,10897.740113,1.77,19289.0,43491.6667531
3961,94117,23176.9230769,1.69,39169.0,38289.6465317
3963,94102,46531.3432836,0.67,31176.0,15423.1812292
3964,94115,29483.0357143,1.12,33021.0,43106.9525756
3968,94131,12923.5576923,2.08,26881.0,43765.7415647
3971,94118,19650.7692308,1.95,38319.0,41202.501083
3972,94110,29756.6523605,2.33,69333.0,27502.0329136
3973,94104,5075.0,0.08,406.0,282913.581281
3974,94124,6895.74036511,4.93,33996.0,13046.1346629
3976,94109,47045.3781513,1.19,55984.0,33224.3382216
3977,94110,29756.6523605,2.33,69333.0,27502.0329136
3978,94110,29756.6523605,2.33,69333.0,27502.0329136
3980,94122,23738.559322,2.36,56023.0,26177.8981311
3984,94124,6895.74036511,4.93,33996.0,13046.1346629
3986,94133,34522.3684211,0.76,26237.0,28489.6979456
3988,94110,29756.6523605,2.33,69333.0,27502.0329136
3989,94115,29483.0357143,1.12,33021.0,43106.9525756
3990,94131,12923.5576923,2.08,26881.0,43765.7415647
3992,94117,23176.9230769,1.69,39169.0,38289.6465317
3993,94107,14859.7765363,1.79,26599.0,49267.0613557
3994,94134,16999.1666667,2.4,40798.0,16602.7983725
3998,94107,14859.7765363,1.79,26599.0,49267.0613557
4000,94121,13377.5974026,3.08,41203.0,29058.4811543
4001,94134,16999.1666667,2.4,40798.0,16602.7983725
4002,94114,21765.034965,1.43,31124.0,55081.8068693
4003,94123,22635.2941176,1.02,23088.0,71547.6329695
4005,94115,29483.0357143,1.12,33021.0,43106.9525756
4006,94107,14859.7765363,1.79,26599.0,49267.0613557
4008,94114,21765.034965,1.43,31124.0,55081.8068693
4010,94115,29483.0357143,1.12,33021.0,43106.9525756
4012,94116,16871.8146718,2.59,43698.0,26774.0563184
4013,94131,12923.5576923,2.08,26881.0,43765.7415647
4014,94109,47045.3781513,1.19,55984.0,33224.3382216
4022,94110,29756.6523605,2.33,69333.0,27502.0329136
4023,94103,19977.9411765,1.36,27170.0,23481.6626426
4025,94102,46531.3432836,0.67,31176.0,15423.1812292
4029,94121,13377.5974026,3.08,41203.0,29058.4811543
4031,94127,10897.740113,1.77,19289.0,43491.6667531
4033,94111,10920.5882353,0.34,3713.0,70755.441422
4035,94116,16871.8146718,2.59,43698.0,26774.0563184
4037,94110,29756.6523605,2.33,69333.0,27502.0329136
4038,94110,29756.6523605,2.33,69333.0,27502.0329136
4041,94109,47045.3781513,1.19,55984.0,33224.3382216
4043,94116,16871.8146718,2.59,43698.0,26774.0563184
4044,94112,23633.0357143,3.36,79407.0,18441.9432796
4045,94134,16999.1666667,2.4,40798.0,16602.7983725
4046,94117,23176.9230769,1.69,39169.0,38289.6465317
4047,94102,46531.3432836,0.67,31176.0,15423.1812292
4050,94117,23176.9230769,1.69,39169.0,38289.6465317
4053,94109,47045.3781513,1.19,55984.0,33224.3382216
4054,94114,21765.034965,1.43,31124.0,55081.8068693
4055,94127,10897.740113,1.77,19289.0,43491.6667531
4057,94118,19650.7692308,1.95,38319.0,41202.501083
4059,94127,10897.740113,1.77,19289.0,43491.6667531
4060,94107,14859.7765363,1.79,26599.0,49267.0613557
